Cell_ID,SRA Accession,Run_ID,cell_line,tissue
s1074_mouse8_HBRX1921_Tumor_2cells,SRX15229559,SRR19163211,PDX3,Tumor
s1075_mouse8_HBRX1921_Tumor_1cells,SRX15230344,SRR19164146,PDX3,Tumor
s1076_mouse8_HBRX1921_Tumor_1cells,SRX15230345,SRR19164145,PDX3,Tumor
s1077_mouse8_HBRX1921_Tumor_1cells,SRX15230346,SRR19164144,PDX3,Tumor
s1078_mouse8_HBRX1921_Tumor_1cells,SRX15230347,SRR19164143,PDX3,Tumor
s1079_mouse8_HBRX1921_Tumor_1cells,SRX15230348,SRR19164142,PDX3,Tumor
s1080_mouse8_HBRX1921_Tumor_1cells,SRX15230349,SRR19164141,PDX3,Tumor
s1081_mouse8_HBRX1921_Tumor_1cells,SRX15230350,SRR19164140,PDX3,Tumor
s1082_mouse8_HBRX1921_Tumor_1cells,SRX15230351,SRR19164139,PDX3,Tumor
s1083_mouse8_HBRX1921_Tumor_1cells,SRX15230352,SRR19164138,PDX3,Tumor
s1084_mouse8_HBRX1921_Tumor_1cells,SRX15230353,SRR19164137,PDX3,Tumor
s1085_mouse8_HBRX1921_Tumor_1cells,SRX15230354,SRR19164136,PDX3,Tumor
s1086_mouse8_HBRX1921_Tumor_1cells,SRX15230355,SRR19164135,PDX3,Tumor
s1087_mouse8_HBRX1921_Tumor_2cells,SRX15230356,SRR19164134,PDX3,Tumor
s1088_mouse8_HBRX1921_Tumor_1cells,SRX15230357,SRR19164133,PDX3,Tumor
s1089_mouse8_HBRX1921_Tumor_1cells,SRX15230358,SRR19164132,PDX3,Tumor
s1090_mouse8_HBRX1921_Tumor_1cells,SRX15230359,SRR19164131,PDX3,Tumor
s1091_mouse8_HBRX1921_Tumor_1cells,SRX15229884,SRR19163574,PDX3,Tumor
s1092_mouse8_HBRX1921_Tumor_1cells,SRX15229885,SRR19163573,PDX3,Tumor
s1093_mouse8_HBRX1921_Tumor_1cells,SRX15229886,SRR19163572,PDX3,Tumor
s1094_mouse8_HBRX1921_Tumor_1cells,SRX15229887,SRR19163571,PDX3,Tumor
s1095_mouse8_HBRX1921_Tumor_1cells,SRX15229888,SRR19163570,PDX3,Tumor
s1096_mouse8_HBRX1921_Tumor_1cells,SRX15229889,SRR19163569,PDX3,Tumor
s1097_mouse8_HBRX1921_Tumor_1cells,SRX15229890,SRR19163568,PDX3,Tumor
s1098_mouse8_HBRX1921_Tumor_1cells,SRX15229891,SRR19163567,PDX3,Tumor
s1099_mouse8_HBRX1921_Tumor_1cells,SRX15229892,SRR19163566,PDX3,Tumor
s1100_mouse8_HBRX1921_Tumor_1cells,SRX15229893,SRR19163565,PDX3,Tumor
s1101_mouse8_HBRX1921_Tumor_1cells,SRX15229894,SRR19163564,PDX3,Tumor
s1102_mouse8_HBRX1921_Tumor_1cells,SRX15229895,SRR19163563,PDX3,Tumor
s1103_mouse8_HBRX1921_Tumor_1cells,SRX15229896,SRR19163562,PDX3,Tumor
s1104_mouse8_HBRX1921_Tumor_1cells,SRX15229897,SRR19163561,PDX3,Tumor
s1105_mouse8_HBRX1921_Tumor_1cells,SRX15229898,SRR19163560,PDX3,Tumor
s1106_mouse8_HBRX1921_Tumor_1cells,SRX15229899,SRR19163559,PDX3,Tumor
s1107_mouse8_HBRX1921_Tumor_1cells,SRX15229804,SRR19163310,PDX3,Tumor
s1108_mouse8_HBRX1921_Tumor_1cells,SRX15229805,SRR19163309,PDX3,Tumor
s1109_mouse8_HBRX1921_Tumor_1cells,SRX15229806,SRR19163308,PDX3,Tumor
s1110_mouse8_HBRX1921_Tumor_1cells,SRX15229807,SRR19163307,PDX3,Tumor
s1111_mouse8_HBRX1921_Tumor_1cells,SRX15229808,SRR19163306,PDX3,Tumor
s1112_mouse8_HBRX1921_Tumor_1cells,SRX15229809,SRR19163305,PDX3,Tumor
s1113_mouse8_HBRX1921_Tumor_1cells,SRX15229810,SRR19163304,PDX3,Tumor
s1114_mouse8_HBRX1921_Tumor_1cells,SRX15229811,SRR19163303,PDX3,Tumor
s1115_mouse8_HBRX1921_Tumor_1cells,SRX15229812,SRR19163302,PDX3,Tumor
s1116_mouse8_HBRX1921_Tumor_1cells,SRX15229813,SRR19163301,PDX3,Tumor
s1117_mouse8_HBRX1921_Tumor_1cells,SRX15229814,SRR19163300,PDX3,Tumor
s1118_mouse8_HBRX1921_Tumor_1cells,SRX15229815,SRR19163299,PDX3,Tumor
s1119_mouse8_HBRX1921_Tumor_1cells,SRX15229816,SRR19163298,PDX3,Tumor
s1120_mouse8_HBRX1921_Tumor_1cells,SRX15229817,SRR19163297,PDX3,Tumor
s1121_mouse8_HBRX1921_Tumor_1cells,SRX15229818,SRR19163296,PDX3,Tumor
s1122_mouse8_HBRX1921_Tumor_1cells,SRX15229819,SRR19163295,PDX3,Tumor
s1123_mouse8_HBRX1921_Tumor_1cells,SRX15229560,SRR19163210,PDX3,Tumor
s1124_mouse8_HBRX1921_Tumor_1cells,SRX15229561,SRR19163209,PDX3,Tumor
s1125_mouse8_HBRX1921_Tumor_1cells,SRX15229562,SRR19163208,PDX3,Tumor
s1126_mouse8_HBRX1921_Tumor_1cells,SRX15229563,SRR19163207,PDX3,Tumor
s1127_mouse8_HBRX1921_Tumor_1cells,SRX15229564,SRR19163206,PDX3,Tumor
s1128_mouse8_HBRX1921_Tumor_1cells,SRX15229565,SRR19163205,PDX3,Tumor
s1129_mouse8_HBRX1921_Tumor_1cells,SRX15229566,SRR19163204,PDX3,Tumor
s1130_mouse8_HBRX1921_Tumor_1cells,SRX15229567,SRR19163203,PDX3,Tumor
s1131_mouse8_HBRX1921_Tumor_1cells,SRX15229568,SRR19163202,PDX3,Tumor
s1132_mouse8_HBRX1921_Tumor_1cells,SRX15229569,SRR19163201,PDX3,Tumor
s1133_mouse8_HBRX1921_Tumor_1cells,SRX15229570,SRR19163200,PDX3,Tumor
s1134_mouse8_HBRX1921_Tumor_0cells,SRX15229571,SRR19163199,PDX3,Tumor
s1135_mouse8_HBRX1921_Tumor_1cells,SRX15229572,SRR19163198,PDX3,Tumor
s1136_mouse8_HBRX1921_Tumor_1cells,SRX15229573,SRR19163197,PDX3,Tumor
s1137_mouse8_HBRX1921_Tumor_1cells,SRX15229574,SRR19163196,PDX3,Tumor
s1138_mouse8_HBRX1921_Tumor_2cells,SRX15229575,SRR19163195,PDX3,Tumor
s1139_mouse8_HBRX1921_Tumor_1cells,SRX15230360,SRR19164130,PDX3,Tumor
s1140_mouse8_HBRX1921_Tumor_2cells,SRX15230361,SRR19164129,PDX3,Tumor
s1141_mouse8_HBRX1921_Tumor_1cells,SRX15230362,SRR19164128,PDX3,Tumor
s1142_mouse8_HBRX1921_Tumor_1cells,SRX15230363,SRR19164127,PDX3,Tumor
s1143_mouse8_HBRX1921_Tumor_1cells,SRX15230364,SRR19164126,PDX3,Tumor
s1144_mouse8_HBRX1921_Tumor_1cells,SRX15230365,SRR19164125,PDX3,Tumor
s1145_mouse8_HBRX1921_Tumor_2cells,SRX15230366,SRR19164124,PDX3,Tumor
s1146_mouse8_HBRX1921_Tumor_1cells,SRX15230367,SRR19164123,PDX3,Tumor
s1147_mouse8_HBRX1921_Tumor_1cells,SRX15230368,SRR19164122,PDX3,Tumor
s1148_mouse8_HBRX1921_Tumor_1cells,SRX15230369,SRR19164121,PDX3,Tumor
s1149_mouse9_HBRX1921_Tumor_1cells,SRX15230370,SRR19164120,PDX3,Tumor
s1150_mouse9_HBRX1921_Tumor_1cells,SRX15230371,SRR19164119,PDX3,Tumor
s1151_mouse9_HBRX1921_Tumor_1cells,SRX15230372,SRR19164118,PDX3,Tumor
s1152_mouse9_HBRX1921_Tumor_1cells,SRX15230373,SRR19164117,PDX3,Tumor
s1153_mouse9_HBRX1921_Tumor_1cells,SRX15230374,SRR19164116,PDX3,Tumor
s1154_mouse9_HBRX1921_Tumor_1cells,SRX15230375,SRR19164115,PDX3,Tumor
s1155_mouse9_HBRX1921_Tumor_1cells,SRX15229900,SRR19163558,PDX3,Tumor
s1156_mouse9_HBRX1921_Tumor_1cells,SRX15229901,SRR19163557,PDX3,Tumor
s1157_mouse9_HBRX1921_Tumor_1cells,SRX15229902,SRR19163556,PDX3,Tumor
s1158_mouse9_HBRX1921_Tumor_1cells,SRX15229903,SRR19163555,PDX3,Tumor
s1159_mouse9_HBRX1921_Tumor_1cells,SRX15229904,SRR19163554,PDX3,Tumor
s1160_mouse9_HBRX1921_Tumor_1cells,SRX15229905,SRR19163553,PDX3,Tumor
s1161_mouse9_HBRX1921_Tumor_1cells,SRX15229906,SRR19163552,PDX3,Tumor
s1162_mouse9_HBRX1921_Tumor_1cells,SRX15229907,SRR19163551,PDX3,Tumor
s1163_mouse9_HBRX1921_Tumor_1cells,SRX15229908,SRR19163550,PDX3,Tumor
s1164_mouse9_HBRX1921_Tumor_1cells,SRX15229909,SRR19163549,PDX3,Tumor
s1165_mouse9_HBRX1921_Tumor_1cells,SRX15229910,SRR19163548,PDX3,Tumor
s1166_mouse9_HBRX1921_Tumor_1cells,SRX15229911,SRR19163547,PDX3,Tumor
s1167_mouse9_HBRX1921_Tumor_1cells,SRX15229912,SRR19163546,PDX3,Tumor
s1168_mouse9_HBRX1921_Tumor_1cells,SRX15229913,SRR19163545,PDX3,Tumor
s1169_mouse9_HBRX1921_Tumor_1cells,SRX15229914,SRR19163544,PDX3,Tumor
s1170_mouse9_HBRX1921_Tumor_1cells,SRX15229915,SRR19163543,PDX3,Tumor
s1171_mouse9_HBRX1921_Tumor_1cells,SRX15229820,SRR19163294,PDX3,Tumor
s1172_mouse9_HBRX1921_Tumor_1cells,SRX15229821,SRR19163293,PDX3,Tumor
s1173_mouse9_HBRX1921_Tumor_1cells,SRX15230510,SRR19164324,PDX3,Tumor
s1174_mouse9_HBRX1921_Tumor_1cells,SRX15230511,SRR19164323,PDX3,Tumor
s1175_mouse9_HBRX1921_Tumor_1cells,SRX15230512,SRR19164322,PDX3,Tumor
s1176_mouse9_HBRX1921_Tumor_1cells,SRX15230513,SRR19164321,PDX3,Tumor
s1177_mouse9_HBRX1921_Tumor_2cells,SRX15230514,SRR19164320,PDX3,Tumor
s1178_mouse9_HBRX1921_Tumor_1cells,SRX15230515,SRR19164319,PDX3,Tumor
s1179_mouse9_HBRX1921_Tumor_1cells,SRX15230516,SRR19164318,PDX3,Tumor
s1180_mouse9_HBRX1921_Tumor_1cells,SRX15230517,SRR19164317,PDX3,Tumor
s1181_mouse9_HBRX1921_Tumor_1cells,SRX15230518,SRR19164316,PDX3,Tumor
s1182_mouse9_HBRX1921_Tumor_1cells,SRX15230519,SRR19164315,PDX3,Tumor
s1183_mouse9_HBRX1921_Tumor_1cells,SRX15230520,SRR19164314,PDX3,Tumor
s1184_mouse9_HBRX1921_Tumor_1cells,SRX15230521,SRR19164313,PDX3,Tumor
s1185_mouse9_HBRX1921_Tumor_1cells,SRX15230522,SRR19164312,PDX3,Tumor
s1186_mouse9_HBRX1921_Tumor_1cells,SRX15230523,SRR19164311,PDX3,Tumor
s1187_mouse9_HBRX1921_Tumor_2cells,SRX15229576,SRR19163194,PDX3,Tumor
s1188_mouse9_HBRX1921_Tumor_1cells,SRX15229577,SRR19163193,PDX3,Tumor
s1189_mouse9_HBRX1921_Tumor_1cells,SRX15229578,SRR19163192,PDX3,Tumor
s1190_mouse9_HBRX1921_Tumor_1cells,SRX15229579,SRR19163191,PDX3,Tumor
s1191_mouse9_HBRX1921_Tumor_1cells,SRX15229580,SRR19163190,PDX3,Tumor
s1192_mouse9_HBRX1921_Tumor_1cells,SRX15229581,SRR19163189,PDX3,Tumor
s1193_mouse9_HBRX1921_Tumor_1cells,SRX15229582,SRR19163188,PDX3,Tumor
s1194_mouse9_HBRX1921_Tumor_1cells,SRX15229583,SRR19163187,PDX3,Tumor
s1195_mouse9_HBRX1921_Tumor_1cells,SRX15229584,SRR19163186,PDX3,Tumor
s1196_mouse9_HBRX1921_Tumor_1cells,SRX15229585,SRR19163185,PDX3,Tumor
s1197_mouse9_HBRX1921_Tumor_2cells,SRX15229586,SRR19163184,PDX3,Tumor
s1198_mouse9_HBRX1921_Tumor_2cells,SRX15229587,SRR19163183,PDX3,Tumor
s1199_mouse9_HBRX1921_Tumor_1cells,SRX15229588,SRR19163182,PDX3,Tumor
s1200_mouse9_HBRX1921_Tumor_1cells,SRX15229589,SRR19163181,PDX3,Tumor
s1201_mouse9_HBRX1921_Tumor_1cells,SRX15229590,SRR19163180,PDX3,Tumor
s1202_mouse9_HBRX1921_Tumor_2cells,SRX15229591,SRR19163179,PDX3,Tumor
s1203_mouse9_HBRX1921_Tumor_1cells,SRX15230376,SRR19164114,PDX3,Tumor
s1204_mouse9_HBRX1921_Tumor_1cells,SRX15230377,SRR19164113,PDX3,Tumor
s1205_mouse9_HBRX1921_Tumor_1cells,SRX15230378,SRR19164112,PDX3,Tumor
s1206_mouse9_HBRX1921_Tumor_1cells,SRX15230379,SRR19164111,PDX3,Tumor
s1207_mouse9_HBRX1921_Tumor_1cells,SRX15230380,SRR19164110,PDX3,Tumor
s1208_mouse9_HBRX1921_Tumor_1cells,SRX15230381,SRR19164109,PDX3,Tumor
s1209_mouse9_HBRX1921_Tumor_3cells,SRX15230382,SRR19164108,PDX3,Tumor
s1210_mouse9_HBRX1921_Tumor_1cells,SRX15230383,SRR19164107,PDX3,Tumor
s1211_mouse9_HBRX1921_Tumor_1cells,SRX15230384,SRR19164106,PDX3,Tumor
s1212_mouse9_HBRX1921_Tumor_1cells,SRX15230385,SRR19164105,PDX3,Tumor
s1213_mouse9_HBRX1921_Tumor_1cells,SRX15230386,SRR19164104,PDX3,Tumor
s1214_mouse9_HBRX1921_Tumor_2cells,SRX15230387,SRR19164103,PDX3,Tumor
s1215_mouse9_HBRX1921_Tumor_1cells,SRX15230388,SRR19164102,PDX3,Tumor
s1216_mouse9_HBRX1921_Tumor_1cells,SRX15230389,SRR19164101,PDX3,Tumor
s1217_mouse9_HBRX1921_Tumor_1cells,SRX15230390,SRR19164100,PDX3,Tumor
s1218_mouse9_HBRX1921_Tumor_1cells,SRX15230391,SRR19164099,PDX3,Tumor
s1219_mouse9_HBRX1921_Tumor_1cells,SRX15229916,SRR19163542,PDX3,Tumor
s1220_mouse9_HBRX1921_Tumor_1cells,SRX15229917,SRR19163541,PDX3,Tumor
s1221_mouse9_HBRX1921_Tumor_1cells,SRX15229918,SRR19163540,PDX3,Tumor
s1222_mouse9_HBRX1921_Tumor_1cells,SRX15229919,SRR19163539,PDX3,Tumor
s1223_mouse9_HBRX1921_Tumor_1cells,SRX15229920,SRR19163538,PDX3,Tumor
s1224_mouse9_HBRX1921_Tumor_1cells,SRX15229921,SRR19163537,PDX3,Tumor
s1225_mouse9_HBRX1921_Tumor_1cells,SRX15229922,SRR19163536,PDX3,Tumor
s1226_mouse9_HBRX1921_Tumor_1cells,SRX15229923,SRR19163535,PDX3,Tumor
s1227_mouse9_HBRX1921_Tumor_1cells,SRX15229924,SRR19163534,PDX3,Tumor
s1228_mouse9_HBRX1921_Tumor_1cells,SRX15229925,SRR19163533,PDX3,Tumor
s1229_mouse9_HBRX1921_Tumor_1cells,SRX15229926,SRR19163532,PDX3,Tumor
s1230_mouse9_HBRX1921_Tumor_1cells,SRX15229927,SRR19163531,PDX3,Tumor
s1231_mouse9_HBRX1921_Tumor_1cells,SRX15229928,SRR19163530,PDX3,Tumor
s1232_mouse9_HBRX1921_Tumor_1cells,SRX15229929,SRR19163529,PDX3,Tumor
s1233_mouse9_HBRX1921_Tumor_1cells,SRX15229930,SRR19163528,PDX3,Tumor
s1234_mouse9_HBRX1921_Tumor_1cells,SRX15229931,SRR19163527,PDX3,Tumor
s1235_mouse9_HBRX1921_Tumor_1cells,SRX15230524,SRR19164310,PDX3,Tumor
s1236_mouse9_HBRX1921_Tumor_1cells,SRX15230525,SRR19164309,PDX3,Tumor
s1237_mouse9_HBRX1921_Tumor_2cells,SRX15230526,SRR19164308,PDX3,Tumor
s1238_mouse9_HBRX1921_Tumor_1cells,SRX15230527,SRR19164307,PDX3,Tumor
s1239_mouse9_HBRX1921_Tumor_1cells,SRX15230528,SRR19164306,PDX3,Tumor
s1240_mouse9_HBRX1921_Tumor_1cells,SRX15230529,SRR19164305,PDX3,Tumor
s1241_mouse9_HBRX1921_Tumor_1cells,SRX15230530,SRR19164304,PDX3,Tumor
s1242_mouse9_HBRX1921_Tumor_1cells,SRX15230531,SRR19164303,PDX3,Tumor
s1243_mouse9_HBRX1921_Tumor_1cells,SRX15230532,SRR19164302,PDX3,Tumor
s1244_mouse9_HBRX1921_Tumor_1cells,SRX15230533,SRR19164301,PDX3,Tumor
s1245_mouse4_HBRX2344_Metastases_1cells,SRX15230534,SRR19164300,PDX4,Metastases
s1246_mouse4_HBRX2344_Metastases_1cells,SRX15230535,SRR19164299,PDX4,Metastases
s1247_mouse4_HBRX2344_Metastases_1cells,SRX15230536,SRR19164298,PDX4,Metastases
s1248_mouse4_HBRX2344_Metastases_1cells,SRX15230537,SRR19164297,PDX4,Metastases
s1249_mouse4_HBRX2344_Metastases_1cells,SRX15230538,SRR19164296,PDX4,Metastases
s1250_mouse4_HBRX2344_Metastases_1cells,SRX15230539,SRR19164295,PDX4,Metastases
s1251_mouse4_HBRX2344_Metastases_1cells,SRX15229592,SRR19163178,PDX4,Metastases
s1252_mouse4_HBRX2344_Metastases_0cells,SRX15229593,SRR19163177,PDX4,Metastases
s1253_mouse4_HBRX2344_Metastases_1cells,SRX15229594,SRR19163176,PDX4,Metastases
s1254_mouse4_HBRX2344_Metastases_1cells,SRX15229595,SRR19163175,PDX4,Metastases
s1255_mouse4_HBRX2344_Metastases_0cells,SRX15229596,SRR19163174,PDX4,Metastases
s1256_mouse4_HBRX2344_Metastases_1cells,SRX15229597,SRR19163173,PDX4,Metastases
s1257_mouse4_HBRX2344_Metastases_1cells,SRX15229598,SRR19163172,PDX4,Metastases
s1258_mouse4_HBRX2344_Metastases_1cells,SRX15229599,SRR19163171,PDX4,Metastases
s1259_mouse4_HBRX2344_Metastases_1cells,SRX15229600,SRR19163170,PDX4,Metastases
s1260_mouse4_HBRX2344_Metastases_0cells,SRX15229601,SRR19163169,PDX4,Metastases
s1261_mouse4_HBRX2344_Metastases_0cells,SRX15229602,SRR19163168,PDX4,Metastases
s1262_mouse4_HBRX2344_Metastases_0cells,SRX15229603,SRR19163167,PDX4,Metastases
s1263_mouse4_HBRX2344_Metastases_1cells,SRX15229604,SRR19163166,PDX4,Metastases
s1264_mouse4_HBRX2344_Metastases_1cells,SRX15229605,SRR19163165,PDX4,Metastases
s1265_mouse4_HBRX2344_Metastases_1cells,SRX15229606,SRR19163164,PDX4,Metastases
s1266_mouse4_HBRX2344_Metastases_1cells,SRX15229607,SRR19163163,PDX4,Metastases
s1267_mouse4_HBRX2344_Metastases_1cells,SRX15230392,SRR19164098,PDX4,Metastases
s1268_mouse4_HBRX2344_Metastases_2cells,SRX15230393,SRR19164097,PDX4,Metastases
s1269_mouse4_HBRX2344_Metastases_1cells,SRX15230394,SRR19164096,PDX4,Metastases
s1270_mouse4_HBRX2344_Metastases_1cells,SRX15230395,SRR19164095,PDX4,Metastases
s1271_mouse4_HBRX2344_Metastases_1cells,SRX15230396,SRR19164094,PDX4,Metastases
s1272_mouse4_HBRX2344_Metastases_1cells,SRX15230397,SRR19164093,PDX4,Metastases
s1273_mouse4_HBRX2344_Metastases_1cells,SRX15230398,SRR19164092,PDX4,Metastases
s1274_mouse4_HBRX2344_Metastases_1cells,SRX15230399,SRR19164091,PDX4,Metastases
s1275_mouse4_HBRX2344_Metastases_1cells,SRX15230400,SRR19164090,PDX4,Metastases
s1276_mouse4_HBRX2344_Metastases_1cells,SRX15230401,SRR19164089,PDX4,Metastases
s1277_mouse4_HBRX2344_Metastases_1cells,SRX15230402,SRR19164088,PDX4,Metastases
s1278_mouse4_HBRX2344_Metastases_1cells,SRX15230403,SRR19164087,PDX4,Metastases
s1279_mouse4_HBRX2344_Metastases_1cells,SRX15230404,SRR19164086,PDX4,Metastases
s1280_mouse4_HBRX2344_Metastases_1cells,SRX15230405,SRR19164085,PDX4,Metastases
s1281_mouse4_HBRX2344_Metastases_1cells,SRX15230406,SRR19164084,PDX4,Metastases
s1282_mouse4_HBRX2344_Metastases_1cells,SRX15230407,SRR19164083,PDX4,Metastases
s1283_mouse4_HBRX2344_Metastases_debriscells,SRX15229932,SRR19163526,PDX4,Metastases
s1284_mouse4_HBRX2344_Metastases_1cells,SRX15229933,SRR19163525,PDX4,Metastases
s1285_mouse4_HBRX2344_Metastases_1cells,SRX15229934,SRR19163524,PDX4,Metastases
s1286_mouse4_HBRX2344_Metastases_1cells,SRX15229935,SRR19163523,PDX4,Metastases
s1287_mouse4_HBRX2344_Metastases_1cells,SRX15229936,SRR19163522,PDX4,Metastases
s1288_mouse4_HBRX2344_Metastases_1cells,SRX15229937,SRR19163521,PDX4,Metastases
s1289_mouse4_HBRX2344_Metastases_1cells,SRX15229938,SRR19163520,PDX4,Metastases
s1290_mouse4_HBRX2344_Metastases_2cells,SRX15229939,SRR19163519,PDX4,Metastases
s1291_mouse4_HBRX2344_Metastases_0cells,SRX15229940,SRR19163518,PDX4,Metastases
s1292_mouse4_HBRX2344_Metastases_0cells,SRX15229941,SRR19163517,PDX4,Metastases
s1293_mouse4_HBRX2344_Metastases_1cells,SRX15229942,SRR19163516,PDX4,Metastases
s1294_mouse4_HBRX2344_Metastases_1cells,SRX15229943,SRR19163515,PDX4,Metastases
s1295_mouse4_HBRX2344_Metastases_1cells,SRX15229944,SRR19163514,PDX4,Metastases
s1296_mouse4_HBRX2344_Metastases_debriscells,SRX15229945,SRR19163513,PDX4,Metastases
s1297_mouse4_HBRX2344_Metastases_1cells,SRX15229946,SRR19163512,PDX4,Metastases
s1298_mouse4_HBRX2344_Metastases_1cells,SRX15229947,SRR19163511,PDX4,Metastases
s1299_mouse4_HBRX2344_Metastases_1cells,SRX15230540,SRR19164294,PDX4,Metastases
s1300_mouse4_HBRX2344_Metastases_1cells,SRX15230541,SRR19164293,PDX4,Metastases
s1301_mouse4_HBRX2344_Metastases_debriscells,SRX15230542,SRR19164292,PDX4,Metastases
s1302_mouse4_HBRX2344_Metastases_1cells,SRX15230543,SRR19164291,PDX4,Metastases
s1303_mouse4_HBRX2344_Metastases_1cells,SRX15230544,SRR19164290,PDX4,Metastases
s1304_mouse4_HBRX2344_Metastases_debriscells,SRX15230545,SRR19164289,PDX4,Metastases
s1305_mouse4_HBRX2344_Metastases_debriscells,SRX15230546,SRR19164288,PDX4,Metastases
s1306_mouse4_HBRX2344_Metastases_1cells,SRX15230547,SRR19164287,PDX4,Metastases
s1307_mouse4_HBRX2344_Metastases_1cells,SRX15230548,SRR19164286,PDX4,Metastases
s1308_mouse4_HBRX2344_Metastases_1cells,SRX15230549,SRR19164285,PDX4,Metastases
s1309_mouse4_HBRX2344_Metastases_1cells,SRX15230550,SRR19164284,PDX4,Metastases
s1310_mouse4_HBRX2344_Metastases_1cells,SRX15230551,SRR19164283,PDX4,Metastases
s1311_mouse4_HBRX2344_Metastases_0cells,SRX15230552,SRR19164282,PDX4,Metastases
s1312_mouse4_HBRX2344_Metastases_1cells,SRX15230553,SRR19164281,PDX4,Metastases
s1313_mouse4_HBRX2344_Metastases_1cells,SRX15230554,SRR19164280,PDX4,Metastases
s1314_mouse4_HBRX2344_Metastases_1cells,SRX15230555,SRR19164279,PDX4,Metastases
s1315_mouse4_HBRX2344_Metastases_1cells,SRX15229608,SRR19163162,PDX4,Metastases
s1316_mouse4_HBRX2344_Metastases_1cells,SRX15229609,SRR19163161,PDX4,Metastases
s1317_mouse4_HBRX2344_Metastases_1cells,SRX15229610,SRR19163160,PDX4,Metastases
s1318_mouse4_HBRX2344_Metastases_0cells,SRX15229611,SRR19163159,PDX4,Metastases
s1319_mouse4_HBRX2344_Metastases_1cells,SRX15229612,SRR19163158,PDX4,Metastases
s1320_mouse4_HBRX2344_Metastases_2cells,SRX15229613,SRR19163157,PDX4,Metastases
s1321_mouse4_HBRX2344_Metastases_1cells,SRX15229614,SRR19163156,PDX4,Metastases
s1322_mouse4_HBRX2344_Metastases_1cells,SRX15229615,SRR19163155,PDX4,Metastases
s1323_mouse4_HBRX2344_Metastases_2cells,SRX15229616,SRR19163154,PDX4,Metastases
s1324_mouse4_HBRX2344_Metastases_1cells,SRX15229617,SRR19163153,PDX4,Metastases
s1325_mouse4_HBRX2344_Metastases_1cells,SRX15229618,SRR19163152,PDX4,Metastases
s1326_mouse4_HBRX2344_Metastases_0cells,SRX15229619,SRR19163151,PDX4,Metastases
s1327_mouse4_HBRX2344_Metastases_1cells,SRX15229620,SRR19163150,PDX4,Metastases
s1328_mouse4_HBRX2344_Metastases_1cells,SRX15229621,SRR19163149,PDX4,Metastases
s1329_mouse4_HBRX2344_Metastases_debriscells,SRX15229622,SRR19163148,PDX4,Metastases
s1330_mouse4_HBRX2344_Metastases_1cells,SRX15229623,SRR19163147,PDX4,Metastases
s1331_mouse4_HBRX2344_Metastases_1cells,SRX15230408,SRR19164082,PDX4,Metastases
s1332_mouse4_HBRX2344_Metastases_1cells,SRX15230409,SRR19164081,PDX4,Metastases
s1333_mouse4_HBRX2344_Metastases_1cells,SRX15230410,SRR19164080,PDX4,Metastases
s1334_mouse4_HBRX2344_Metastases_0cells,SRX15230411,SRR19164079,PDX4,Metastases
s1335_mouse4_HBRX2344_Metastases_5cells,SRX15230412,SRR19164078,PDX4,Metastases
s1336_mouse4_HBRX2344_Metastases_1cells,SRX15230413,SRR19164077,PDX4,Metastases
s1337_mouse4_HBRX2344_Metastases_1cells,SRX15230414,SRR19164076,PDX4,Metastases
s1338_mouse4_HBRX2344_Metastases_1cells,SRX15230415,SRR19164075,PDX4,Metastases
s1339_mouse4_HBRX2344_Metastases_debriscells,SRX15230416,SRR19164074,PDX4,Metastases
s1340_mouse4_HBRX2344_Metastases_debriscells,SRX15230417,SRR19164073,PDX4,Metastases
s1341_mouse5_HBRX2344_Metastases_1cells,SRX15230418,SRR19164072,PDX4,Metastases
s1342_mouse5_HBRX2344_Metastases_1cells,SRX15230419,SRR19164071,PDX4,Metastases
s1343_mouse5_HBRX2344_Metastases_1cells,SRX15230420,SRR19164070,PDX4,Metastases
s1344_mouse5_HBRX2344_Metastases_1cells,SRX15230421,SRR19164069,PDX4,Metastases
s1345_mouse5_HBRX2344_Metastases_1cells,SRX15230422,SRR19164068,PDX4,Metastases
s1346_mouse5_HBRX2344_Metastases_1cells,SRX15230423,SRR19164067,PDX4,Metastases
s1347_mouse5_HBRX2344_Metastases_1cells,SRX15229948,SRR19163510,PDX4,Metastases
s1348_mouse5_HBRX2344_Metastases_1cells,SRX15229949,SRR19163509,PDX4,Metastases
s1349_mouse5_HBRX2344_Metastases_1cells,SRX15229950,SRR19163508,PDX4,Metastases
s1350_mouse5_HBRX2344_Metastases_1cells,SRX15229951,SRR19163507,PDX4,Metastases
s1351_mouse5_HBRX2344_Metastases_1cells,SRX15229952,SRR19163506,PDX4,Metastases
s1352_mouse5_HBRX2344_Metastases_debriscells,SRX15229953,SRR19163505,PDX4,Metastases
s1353_mouse5_HBRX2344_Metastases_debriscells,SRX15229954,SRR19163504,PDX4,Metastases
s1354_mouse5_HBRX2344_Metastases_1cells,SRX15229955,SRR19163503,PDX4,Metastases
s1355_mouse5_HBRX2344_Metastases_debriscells,SRX15229956,SRR19163502,PDX4,Metastases
s1356_mouse5_HBRX2344_Metastases_1cells,SRX15229957,SRR19163501,PDX4,Metastases
s1357_mouse5_HBRX2344_Metastases_1cells,SRX15229958,SRR19163500,PDX4,Metastases
